# Intensity Error [H,H,0] [0,0,L] DeltaE [H,-H,0]
#  shape: 12x50x1x1
0.000000e+00 0.000000e+00 4.875001e-01 3.850000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 3.950000e+00 1.075000e+00 0.000000e+00
2.133025e-03 1.231502e-03 4.875001e-01 4.050000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 4.150000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 4.250000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 4.350000e+00 1.075000e+00 0.000000e+00
1.810630e-03 1.045368e-03 4.875001e-01 4.450000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 4.550000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 4.650000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 4.750000e+00 1.075000e+00 0.000000e+00
0.000000e+00 0.000000e+00 4.875001e-01 4.850000e+00 1.075000e+00 0.000000e+00
nan nan 4.875001e-01 4.950000e+00 1.075000e+00 0.000000e+00
